"id","week_minus4","week_minus3","week_minus2","week_minus1","week_0","week_1","week_2","week_3","week_4","week_5","week_6","week_7","week_8","week_9","week_10","week_11","week_12","week_13","week_14","week_15","week_16","week_17","week_18","week_19","week_20","week_21","week_22","week_23","week_24","week_25","week_26","week_27","week_28","week_29","week_30","week_31","week_32","week_33","week_34","week_35","week_36","week_37"
287954,2,12,13,14,22,3,47,2,24,33,13,11,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298777,6,0,6,48,25,124,37,16,1,28,1,6,27,2,0,0,1,4,0,52,10,0,0,2,23,41,0,0,0,1,0,51,9,1,0,0,0,0,0,0,0,0
300057,12,0,25,3,34,35,2,9,10,4,7,3,4,10,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321952,0,0,0,0,8,0,0,23,2,32,21,0,4,2,0,7,1,1,0,9,10,7,1,2,12,8,0,2,12,0,1,1,0,14,0,0,2,0,0,0,0,0
324338,20,0,0,0,32,5,11,0,0,17,7,14,3,8,0,1,1,0,16,14,24,10,4,0,13,20,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336218,0,1,22,55,35,8,41,5,5,7,8,2,9,0,1,0,9,3,0,13,6,14,2,5,32,13,10,9,4,0,0,15,1,0,0,0,0,0,0,0,0,0
349688,0,0,4,27,467,265,76,75,107,25,15,29,20,40,34,28,33,18,2,25,19,9,2,8,7,10,1,2,1,0,1,0,0,24,3,0,2,0,36,13,12,6
349910,0,11,0,17,6,25,17,51,29,5,14,29,9,1,0,0,8,3,10,12,6,0,1,6,10,0,5,18,5,0,10,15,1,0,15,2,0,1,11,0,0,0
351080,0,0,79,130,134,134,62,16,30,40,10,3,37,12,0,1,3,1,0,57,9,0,4,3,0,14,11,16,0,1,0,0,0,30,23,0,15,0,45,0,0,0
351244,0,0,11,34,50,80,69,51,42,15,38,0,75,7,7,0,1,4,20,49,5,0,1,0,77,2,1,0,0,1,5,28,60,1,0,0,0,0,49,0,0,0
370184,0,0,8,71,12,24,16,0,9,9,13,0,5,14,0,0,5,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
373280,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0
384295,0,0,0,0,0,34,30,3,7,38,0,11,33,24,0,1,1,5,0,10,0,54,11,13,26,24,7,0,0,0,1,0,8,0,0,28,0,0,2,0,0,0
385019,12,0,0,23,49,0,0,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385495,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386140,0,0,55,12,40,121,16,7,6,33,9,0,49,0,5,29,8,2,4,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
399794,0,1,6,8,5,6,15,14,7,12,19,1,32,23,1,0,1,1,1,35,24,1,0,7,23,29,2,5,3,7,0,13,3,6,0,1,1,0,0,1,1,0
403052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,0,8,4,0,1,0,0,0,0,0,0,0
407487,2,0,0,22,64,0,30,0,4,5,13,5,0,0,7,0,5,9,8,3,0,0,1,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
413087,0,0,0,9,3,8,22,5,6,6,17,1,5,14,0,0,1,0,2,9,8,1,1,0,8,22,2,1,1,0,0,12,1,0,0,0,0,0,0,0,0,0
420560,3,10,47,37,84,35,58,29,48,15,15,0,56,32,0,1,2,5,29,59,13,23,3,28,44,9,37,2,0,0,2,29,15,0,5,1,1,1,7,8,18,1
422343,0,3,0,18,33,24,50,13,27,6,0,1,21,0,0,0,0,0,0,7,0,0,0,0,12,2,0,0,8,4,0,11,2,0,0,0,0,1,0,0,0,0
435572,8,0,0,33,67,68,80,62,1,4,36,14,24,46,26,0,0,0,5,24,22,24,0,0,26,5,4,8,0,0,1,16,1,0,0,0,0,0,77,0,0,0
442549,0,0,25,0,92,29,28,16,8,60,15,6,41,0,0,5,3,0,0,85,0,0,13,12,56,0,15,2,0,0,3,31,0,0,0,0,0,0,0,0,0,0
468386,19,23,12,31,0,23,6,94,30,8,17,97,0,1,9,0,90,0,9,8,61,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471976,0,11,6,0,6,30,17,36,4,45,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472949,16,17,7,7,52,27,0,29,4,11,29,10,10,15,0,0,0,4,0,0,11,19,1,23,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
474246,0,0,0,49,55,51,51,17,6,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475839,0,0,0,0,109,54,28,30,31,65,25,10,15,43,0,0,1,0,1,30,56,0,0,4,10,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
487607,74,4,5,50,90,9,0,6,17,2,7,24,0,27,0,0,0,0,33,0,1,0,6,32,0,9,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,3
493434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493876,0,4,27,48,32,46,39,26,31,13,32,20,11,13,0,0,1,9,14,1,6,4,11,22,0,23,2,0,3,0,6,3,0,0,0,0,5,0,0,0,0,0
500707,7,0,46,47,65,28,36,21,34,57,18,6,3,23,1,20,1,0,0,0,3,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504064,0,0,0,0,41,39,39,33,0,33,11,53,58,3,0,12,23,0,45,98,64,0,0,21,159,7,1,0,0,19,3,133,46,0,0,0,0,3,109,17,0,7
504552,10,2,0,12,7,1,1,13,4,2,15,8,0,23,2,1,1,0,11,1,0,0,0,6,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,6,0
504589,0,0,0,0,0,0,42,0,0,20,36,14,12,12,0,8,0,9,20,8,6,3,4,0,16,59,0,0,0,0,0,19,16,2,2,0,0,0,126,0,0,0
507478,0,0,3,3,4,0,18,0,3,3,10,0,21,9,0,0,0,0,5,0,4,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508615,0,0,0,0,0,0,42,6,0,1,0,2,0,0,0,0,1,2,5,1,7,0,0,0,0,1,0,2,0,0,1,17,4,0,0,0,0,0,1,0,0,0
509933,17,10,1,152,121,82,90,67,0,20,17,12,34,1,23,3,0,4,0,21,2,13,0,0,17,8,1,15,8,7,1,9,12,2,0,1,0,1,7,0,2,0
510424,5,0,11,5,60,1,0,0,42,52,11,0,22,33,0,0,0,2,0,27,17,0,0,11,5,15,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0
511676,16,0,0,16,135,47,35,22,2,37,13,0,73,33,5,11,0,0,0,4,24,1,0,0,10,33,0,0,0,0,6,28,5,9,0,0,9,0,45,0,0,0
514324,0,0,2,1,0,15,40,0,0,27,1,7,44,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515052,0,1,1,1,5,13,19,1,5,39,4,3,20,0,0,1,5,7,0,7,1,0,7,9,88,0,0,1,11,0,6,19,0,1,1,1,0,0,40,0,0,0
516562,0,5,73,8,18,0,25,13,12,11,37,22,0,17,0,0,0,0,59,14,23,0,13,34,18,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
523762,1,0,4,0,9,14,43,6,34,43,10,11,28,9,3,4,26,2,1,20,19,3,0,2,37,19,1,0,3,0,7,54,1,3,0,0,0,0,0,0,0,0
525870,1,2,3,87,36,39,42,0,21,36,14,17,28,1,0,0,2,20,9,20,2,6,52,21,33,20,43,55,31,13,12,17,0,0,4,0,0,0,60,0,4,5
536296,11,57,19,100,75,178,62,31,24,84,40,27,19,10,0,13,68,30,9,36,13,4,0,3,8,19,18,6,7,25,0,7,1,0,0,19,0,1,29,0,1,0
543478,47,16,1,24,46,22,38,40,57,19,42,16,22,5,0,0,5,0,5,0,0,7,6,9,16,19,13,0,7,0,0,0,6,0,0,0,0,0,9,0,0,0
545752,0,5,11,4,51,0,28,31,5,21,32,0,10,0,6,0,7,7,0,7,20,0,0,0,16,4,0,0,0,0,3,49,0,68,20,0,4,0,14,0,0,0
546773,7,0,0,0,19,97,88,5,0,65,0,9,50,38,0,0,0,0,41,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547786,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550142,10,0,8,135,91,23,26,16,17,41,2,14,12,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
550358,0,0,33,18,8,0,3,0,0,49,51,0,30,13,0,0,0,5,0,18,0,0,0,0,3,5,0,0,0,12,9,0,10,0,0,0,0,0,8,0,0,0
550380,3,33,4,26,20,45,9,86,21,48,43,15,35,26,1,7,20,0,17,6,10,6,9,13,8,8,2,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0
551440,0,0,0,8,3,3,1,0,0,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554746,12,4,21,20,22,0,6,37,20,18,20,0,18,18,11,4,7,5,30,2,9,25,40,27,18,16,8,21,6,4,10,8,1,0,0,0,0,0,0,0,0,0
561848,0,0,0,0,10,0,26,25,0,4,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
563595,0,0,40,169,33,23,27,53,14,68,14,11,8,24,0,0,0,0,10,54,16,9,24,13,0,18,50,23,2,0,7,35,19,0,0,0,0,0,2,0,0,0
563847,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566553,0,0,0,0,0,91,49,111,102,32,132,33,24,59,7,15,28,19,20,9,36,0,3,13,19,30,7,33,0,4,10,3,115,0,0,0,0,0,0,3,0,0
568103,0,1,0,0,127,93,69,28,38,21,23,6,51,27,0,0,6,0,3,66,5,2,2,0,22,0,2,3,0,0,15,14,0,0,0,0,0,0,51,0,0,0
568297,28,0,0,1,1,11,54,57,2,24,10,1,18,30,0,0,2,2,0,51,14,1,1,4,68,51,7,2,3,0,3,10,0,1,1,0,0,0,47,0,8,0
571292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572434,0,0,0,0,16,55,33,2,5,56,24,0,36,19,1,0,14,5,14,9,48,31,0,0,15,22,46,12,0,0,2,0,0,14,60,0,0,0,3,0,0,0
573328,7,1,15,9,26,39,19,0,3,29,0,7,12,0,0,0,0,0,5,28,3,0,1,3,24,36,0,10,0,3,5,15,5,3,0,0,0,0,26,0,0,0
573646,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574347,5,0,3,32,1,5,13,7,12,26,7,15,18,0,0,7,0,0,0,0,0,7,0,5,2,0,0,0,0,0,0,0,0,0,9,0,5,0,16,0,0,0
575398,3,4,2,0,6,4,61,17,13,59,29,10,26,26,18,0,1,16,5,51,54,12,8,5,101,21,4,7,3,1,10,12,0,0,0,0,0,0,6,0,0,0
577196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,27,0,7,3
578427,14,5,2,0,46,7,34,4,8,1,54,0,9,17,0,0,9,3,8,0,0,35,0,7,11,51,7,0,0,0,0,0,0,0,0,0,0,0,74,2,0,0
578857,5,0,4,1,27,60,18,28,25,16,0,7,5,0,0,0,5,32,3,0,27,0,1,8,4,25,10,7,1,6,2,4,0,7,0,0,0,0,10,0,0,0
579017,7,0,11,12,68,1,6,10,5,0,20,13,3,6,0,8,0,0,0,26,81,16,0,17,27,7,1,18,0,0,0,23,18,23,0,0,0,0,13,0,0,0
580450,0,21,6,51,38,32,32,1,27,0,5,14,6,3,0,0,13,23,12,0,5,6,0,27,1,7,1,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0
580534,0,0,0,0,0,13,0,9,22,0,23,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585526,0,0,0,9,51,0,42,53,0,122,46,18,34,0,0,0,2,50,4,35,6,17,6,3,20,55,1,13,0,1,0,41,1,3,0,0,36,0,26,0,0,0
585998,4,0,6,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590562,4,1,0,187,0,117,37,3,1,2,31,18,34,3,3,1,1,0,0,11,0,3,24,10,10,33,18,11,10,7,0,33,1,6,0,0,3,0,5,0,0,0
590753,9,0,5,8,16,0,7,11,5,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592221,12,5,0,6,4,20,20,24,15,42,15,1,24,11,0,9,0,11,3,12,10,26,7,16,8,30,0,0,4,0,4,23,2,0,4,0,0,0,25,0,1,0
592899,3,0,1,0,9,46,0,8,0,48,17,2,2,14,0,1,6,34,7,9,11,14,8,6,11,26,22,1,29,6,1,1,4,0,0,1,0,1,28,1,0,0
593556,11,2,0,1,10,1,14,0,0,12,11,0,38,14,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595883,1,8,3,117,38,20,98,7,49,111,0,9,79,0,0,8,1,0,18,57,3,7,0,8,41,32,32,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0
598303,1,0,8,6,0,5,31,1,0,42,19,0,0,47,1,0,1,1,0,36,6,0,21,11,1,19,5,15,9,0,3,0,0,0,0,0,0,0,0,0,0,0
599651,0,0,0,0,0,24,73,11,0,45,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599837,7,0,12,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604709,0,0,0,94,73,33,14,30,37,39,16,8,39,1,0,0,0,0,0,18,0,20,1,0,29,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
605859,5,2,4,3,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606837,0,0,0,40,23,22,14,29,73,16,21,7,3,8,0,0,0,0,0,22,0,0,10,0,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0
609655,0,0,0,2,9,0,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610537,0,1,3,6,0,6,3,1,1,11,12,0,0,0,7,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611013,0,0,0,0,0,0,26,22,0,18,39,1,31,4,0,0,0,0,0,14,3,2,1,0,9,7,4,0,0,0,1,27,9,0,0,0,0,1,1,0,0,0
611865,0,0,8,22,0,0,0,26,0,6,18,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612443,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,18,20,3,5,0,0,0,0,6,7,7,0,0,0,0,0,7,0,0,0
613910,0,0,0,0,20,0,39,0,0,7,11,0,0,9,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614791,0,11,4,21,7,0,12,3,0,48,3,23,37,1,9,3,12,3,0,12,0,1,0,4,4,0,3,6,3,3,9,11,0,4,3,1,4,0,23,0,0,0
619055,0,0,0,0,0,0,38,27,0,33,8,0,1,1,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621659,23,15,8,0,0,97,29,9,24,22,12,26,8,11,21,0,28,22,21,26,30,18,22,22,0,0,12,11,0,0,23,3,0,0,0,0,0,0,0,0,0,0
622384,0,0,3,6,4,4,30,8,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623190,0,15,20,21,31,0,17,11,18,15,6,0,32,2,11,1,2,0,0,30,0,0,0,12,57,24,1,1,1,75,43,0,0,0,0,0,2,0,14,0,0,0
625765,0,0,137,0,11,22,3,1,32,15,5,0,7,7,1,0,1,0,1,15,13,8,4,16,3,12,1,0,2,0,9,7,1,0,0,7,0,0,16,0,0,0
626630,0,0,0,2,13,15,28,1,24,35,14,1,55,1,0,1,0,3,15,43,0,1,7,0,50,11,0,8,0,1,0,20,2,4,1,0,0,0,25,0,0,0
630328,12,2,0,0,0,2,53,0,0,41,19,1,32,8,0,0,0,1,0,59,2,0,0,2,50,0,0,1,0,1,0,58,0,0,0,5,0,0,0,0,0,0
633295,61,125,173,540,306,52,144,263,411,234,300,104,132,299,50,24,27,10,23,73,64,41,9,3,17,20,58,74,5,0,0,17,0,0,0,0,0,0,0,0,0,0
633409,0,0,0,0,0,5,8,4,5,0,20,4,0,2,0,0,0,0,0,0,0,0,0,0,14,0,8,3,0,0,0,1,14,0,0,0,0,0,16,0,0,0
633475,0,22,13,37,42,3,67,83,8,22,46,26,36,0,11,0,1,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636594,0,217,8,40,49,46,57,18,3,32,17,14,43,4,2,0,14,49,6,69,23,42,7,5,8,9,6,1,2,0,29,5,0,2,1,0,28,0,13,0,0,0
636697,65,16,19,64,129,84,53,70,73,89,77,32,36,27,4,0,7,0,6,39,36,28,23,0,45,18,22,9,0,0,0,37,8,13,0,0,0,0,24,0,1,0
636875,0,21,38,0,90,0,14,14,1,0,0,30,0,18,0,0,0,7,0,0,13,0,0,0,28,0,1,0,0,0,0,19,0,0,2,0,3,0,10,0,0,1
637064,0,1,0,4,8,1,20,6,13,31,7,3,21,20,0,0,0,0,0,10,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
637347,0,6,5,0,62,14,14,3,0,33,0,5,28,1,0,0,8,5,0,30,0,4,1,0,8,21,0,1,4,0,1,15,0,0,0,0,6,0,11,0,0,0
637691,0,7,5,3,36,4,8,12,13,42,11,7,0,0,0,0,0,7,7,12,8,1,11,12,1,9,0,0,0,2,4,6,0,0,21,17,0,0,35,0,0,0
638051,21,15,9,38,13,7,0,32,45,21,26,24,10,2,3,5,1,6,12,12,21,0,16,15,13,10,10,5,14,1,0,8,4,1,1,0,5,0,7,0,0,0
638131,14,0,12,0,12,11,12,22,41,9,3,6,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638202,5,2,0,0,9,9,20,16,18,44,9,7,28,0,0,0,22,0,0,29,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640144,0,0,2,56,44,38,30,29,35,31,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642139,0,0,0,0,0,32,33,8,0,47,4,35,15,14,0,0,0,0,14,18,39,16,1,11,22,3,65,8,0,0,5,12,12,0,0,0,0,2,24,6,0,0
642625,0,0,45,109,80,36,3,0,0,6,1,1,15,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0
643199,0,0,0,133,21,28,76,11,36,73,4,4,20,0,1,0,1,3,3,7,7,0,2,2,12,7,0,2,1,2,0,5,7,0,1,0,0,1,1,0,0,0
644964,64,2,3,29,156,109,109,75,55,93,109,47,11,10,1,0,9,50,22,20,46,17,18,42,20,13,14,32,7,12,23,27,6,34,21,2,0,0,6,0,0,0
645031,8,76,58,80,164,68,84,78,46,35,76,56,94,108,127,8,71,90,35,38,127,39,16,0,9,19,39,26,6,7,23,0,45,40,0,36,6,0,23,0,0,5
645147,0,2,0,26,6,16,43,22,13,2,13,8,6,9,5,0,17,1,3,1,7,5,5,1,7,12,4,3,10,8,2,4,2,1,0,0,0,0,0,0,0,0
646589,0,1,0,0,3,6,24,29,0,7,49,0,8,33,16,0,0,0,1,48,7,2,2,9,20,16,14,3,1,8,6,6,23,21,3,0,0,1,12,1,0,1
646836,0,0,19,19,40,0,21,11,0,12,38,15,34,48,45,38,12,2,2,2,144,24,18,32,12,15,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0
646952,0,108,67,70,52,95,97,38,13,82,55,39,74,15,0,15,10,45,0,66,14,10,47,35,92,4,9,64,36,17,42,64,0,3,0,0,0,0,0,0,0,0
647218,0,0,0,3,1,87,30,0,13,25,10,12,20,6,0,1,1,1,0,64,0,2,13,1,51,0,0,0,1,0,0,0,0,3,0,0,2,0,17,0,0,0
647305,0,0,1,45,0,15,9,18,28,11,10,0,7,36,11,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
